,index,x_cord,y_cord,del_time
2582,2582,39,11,0.4611015319824219
2583,2583,39,11,0.4611015319824219
2584,2584,28,10,0.4611015319824219
2585,2585,40,48,0.4611015319824219
2586,2586,41,43,0.4611015319824219
2587,2587,38,35,0.4611015319824219
2588,2588,27,28,0.4611015319824219
2589,2589,23,30,0.4611015319824219
2590,2590,33,21,0.4611015319824219
2591,2591,31,19,0.4611015319824219
2592,2592,36,14,0.4611015319824219
2593,2593,36,11,0.4611015319824219
2594,2594,40,13,0.4611015319824219
2595,2595,38,13,0.4611015319824219
2596,2596,40,13,0.4611015319824219
2597,2597,37,13,0.4611015319824219
2598,2598,39,13,0.4611015319824219
2599,2599,39,12,0.4611015319824219
2600,2600,39,13,0.4611015319824219
2601,2601,43,13,0.4611015319824219
2602,2602,50,16,0.4611015319824219
2603,2603,50,34,0.4611015319824219
2604,2604,42,40,0.4611015319824219
2605,2605,41,43,0.4611015319824219
2606,2606,43,42,0.4611015319824219
2607,2607,43,41,0.4611015319824219
2608,2608,48,38,0.4611015319824219
2609,2609,57,37,0.4611015319824219
2610,2610,56,40,0.4611015319824219
2611,2611,34,11,0.4611015319824219
2612,2612,38,11,0.4611015319824219
2613,2613,39,9,0.4611015319824219
2614,2614,40,10,0.4611015319824219
2615,2615,37,10,0.4611015319824219
2616,2616,35,10,0.4611015319824219
2617,2617,37,10,0.4611015319824219
2618,2618,39,10,0.4611015319824219
2619,2619,36,11,0.4611015319824219
2620,2620,40,13,0.4611015319824219
2621,2621,36,14,0.4611015319824219
2622,2622,33,20,0.4611015319824219
2623,2623,31,24,0.4611015319824219
2624,2624,24,24,0.4611015319824219
2625,2625,23,23,0.4611015319824219
2626,2626,20,29,0.4611015319824219
2627,2627,31,33,0.4611015319824219
2628,2628,31,36,0.4611015319824219
2629,2629,29,35,0.4611015319824219
2630,2630,21,24,0.4611015319824219
2631,2631,20,25,0.4611015319824219
2632,2632,32,23,0.4611015319824219
2633,2633,31,23,0.4611015319824219
2634,2634,30,24,0.4611015319824219
2635,2635,30,22,0.4611015319824219
2636,2636,28,24,0.4611015319824219
2637,2637,29,24,0.4611015319824219
2638,2638,30,22,0.4611015319824219
2639,2639,31,22,0.4611015319824219
2640,2640,32,22,0.4611015319824219
2641,2641,33,20,0.4611015319824219
2642,2642,31,19,0.4611015319824219
2643,2643,34,19,0.4611015319824219
2644,2644,32,19,0.4611015319824219
2645,2645,30,19,0.4611015319824219
2646,2646,28,23,0.4611015319824219
2647,2647,28,24,0.4611015319824219
2648,2648,20,28,0.4611015319824219
2649,2649,27,30,0.4611015319824219
2650,2650,27,29,0.4611015319824219
2651,2651,27,32,0.4611015319824219
2652,2652,28,31,0.4611015319824219
2653,2653,25,30,0.4611015319824219
2654,2654,25,24,0.4611015319824219
2655,2655,26,24,0.4611015319824219
2656,2656,26,25,0.4611015319824219
2657,2657,26,24,0.4611015319824219
2658,2658,25,25,0.4611015319824219
2659,2659,25,25,0.4611015319824219
2660,2660,20,29,0.4611015319824219
2661,2661,19,29,0.4611015319824219
2662,2662,19,28,0.4611015319824219
2663,2663,25,28,0.4611015319824219
2664,2664,25,25,0.4611015319824219
2665,2665,26,25,0.4611015319824219
2666,2666,29,24,0.4611015319824219
2667,2667,30,25,0.4611015319824219
2668,2668,28,24,0.4611015319824219
2669,2669,27,25,0.4611015319824219
2670,2670,18,26,0.4611015319824219
2671,2671,25,28,0.4611015319824219
2672,2672,25,31,0.4611015319824219
2673,2673,25,31,0.4611015319824219
2674,2674,25,31,0.4611015319824219
2675,2675,24,28,0.4611015319824219
2676,2676,24,29,0.4611015319824219
2677,2677,24,30,0.4611015319824219
2678,2678,24,29,0.4611015319824219
2679,2679,24,30,0.4611015319824219
2680,2680,19,27,0.4611015319824219
2681,2681,25,26,0.4611015319824219
2682,2682,24,25,0.4611015319824219
2683,2683,24,26,0.4611015319824219
2684,2684,24,25,0.4611015319824219
2685,2685,24,25,0.4611015319824219
2686,2686,24,25,0.4611015319824219
2687,2687,24,26,0.4611015319824219
2688,2688,24,26,0.4611015319824219
2689,2689,24,25,0.4611015319824219
2690,2690,24,25,0.4611015319824219
2691,2691,24,27,0.4611015319824219
2692,2692,24,27,0.4611015319824219
2693,2693,24,26,0.4611015319824219
2694,2694,24,27,0.4611015319824219
2695,2695,24,27,0.4611015319824219
2696,2696,19,29,0.4611015319824219
2697,2697,24,30,0.4611015319824219
2698,2698,19,30,0.4611015319824219
2699,2699,20,29,0.4611015319824219
2700,2700,24,32,0.4611015319824219
2701,2701,24,29,0.4611015319824219
2702,2702,24,28,0.4611015319824219
2703,2703,23,28,0.4611015319824219
2704,2704,23,26,0.4611015319824219
2705,2705,23,27,0.4611015319824219
2706,2706,19,30,0.4611015319824219
2707,2707,23,31,0.4611015319824219
2708,2708,23,32,0.4611015319824219
2709,2709,23,30,0.4611015319824219
2710,2710,23,32,0.4611015319824219
2711,2711,23,27,0.4611015319824219
2712,2712,23,30,0.4611015319824219
2713,2713,23,28,0.4611015319824219
2714,2714,23,28,0.4611015319824219
2715,2715,23,30,0.4611015319824219
2716,2716,23,28,0.4611015319824219
2717,2717,23,26,0.4611015319824219
2718,2718,23,25,0.4611015319824219
2719,2719,23,25,0.4611015319824219
2720,2720,24,27,0.4611015319824219
2721,2721,24,25,0.4611015319824219
2722,2722,24,27,0.4611015319824219
2723,2723,27,26,0.4611015319824219
2724,2724,28,25,0.4611015319824219
2725,2725,28,25,0.4611015319824219
2726,2726,29,25,0.4611015319824219
2727,2727,28,27,0.4611015319824219
2728,2728,29,25,0.4611015319824219
2729,2729,28,25,0.4611015319824219
2730,2730,24,26,0.4611015319824219
2731,2731,24,27,0.4611015319824219
2732,2732,24,26,0.4611015319824219
2733,2733,23,28,0.4611015319824219
2734,2734,23,31,0.4611015319824219
2735,2735,23,28,0.4611015319824219
2736,2736,23,31,0.4611015319824219
2737,2737,24,33,0.4611015319824219
2738,2738,27,34,0.4611015319824219
2739,2739,31,35,0.4611015319824219
2740,2740,32,35,0.4611015319824219
2741,2741,27,35,0.4611015319824219
2742,2742,29,35,0.4611015319824219
2743,2743,25,34,0.4611015319824219
2744,2744,24,31,0.4611015319824219
2745,2745,23,30,0.4611015319824219
2746,2746,23,26,0.4611015319824219
2747,2747,23,26,0.4611015319824219
2748,2748,23,27,0.4611015319824219
2749,2749,29,26,0.4611015319824219
2750,2750,28,25,0.4611015319824219
2751,2751,32,25,0.4611015319824219
2752,2752,32,24,0.4611015319824219
2753,2753,32,24,0.4611015319824219
2754,2754,32,24,0.4611015319824219
2755,2755,31,25,0.4611015319824219
2756,2756,30,25,0.4611015319824219
2757,2757,28,26,0.4611015319824219
2758,2758,24,25,0.4611015319824219
2759,2759,23,30,0.4611015319824219
2760,2760,20,32,0.4611015319824219
2761,2761,23,31,0.4611015319824219
2762,2762,28,32,0.4611015319824219
2763,2763,26,34,0.4611015319824219
2764,2764,27,33,0.4611015319824219
2765,2765,28,34,0.4611015319824219
2766,2766,28,35,0.4611015319824219
2767,2767,27,34,0.4611015319824219
2768,2768,27,33,0.4611015319824219
2769,2769,23,32,0.4611015319824219
2770,2770,20,32,0.4611015319824219
2771,2771,23,26,0.4611015319824219
2772,2772,24,25,0.4611015319824219
2773,2773,28,25,0.4611015319824219
2774,2774,29,27,0.4611015319824219
2775,2775,32,27,0.4611015319824219
2776,2776,30,25,0.4611015319824219
2777,2777,32,25,0.4611015319824219
2778,2778,29,25,0.4611015319824219
2779,2779,29,25,0.4611015319824219
2780,2780,24,27,0.4611015319824219
2781,2781,23,25,0.4611015319824219
2782,2782,23,27,0.4611015319824219
2783,2783,23,27,0.4611015319824219
2784,2784,20,30,0.4611015319824219
2785,2785,23,32,0.4611015319824219
2786,2786,24,31,0.4611015319824219
2787,2787,24,32,0.4611015319824219
2788,2788,24,32,0.4611015319824219
2789,2789,24,32,0.4611015319824219
2790,2790,23,32,0.4611015319824219
2791,2791,23,30,0.4611015319824219
2792,2792,19,31,0.4611015319824219
2793,2793,23,28,0.4611015319824219
2794,2794,23,32,0.4611015319824219
2795,2795,23,25,0.4611015319824219
2796,2796,24,27,0.4611015319824219
2797,2797,24,25,0.4611015319824219
2798,2798,30,26,0.4611015319824219
2799,2799,28,25,0.4611015319824219
2800,2800,30,24,0.4611015319824219
2801,2801,32,25,0.4611015319824219
2802,2802,29,25,0.4611015319824219
2803,2803,28,26,0.4611015319824219
2804,2804,24,27,0.4611015319824219
2805,2805,23,27,0.4611015319824219
2806,2806,23,27,0.4611015319824219
2807,2807,23,28,0.4611015319824219
2808,2808,23,31,0.4611015319824219
2809,2809,23,32,0.4611015319824219
2810,2810,23,32,0.4611015319824219
2811,2811,24,32,0.4611015319824219
2812,2812,25,32,0.4611015319824219
2813,2813,24,33,0.4611015319824219
2814,2814,27,32,0.4611015319824219
2815,2815,24,32,0.4611015319824219
2816,2816,24,33,0.4611015319824219
2817,2817,23,31,0.4611015319824219
2818,2818,23,29,0.4611015319824219
2819,2819,19,30,0.4611015319824219
2820,2820,23,27,0.4611015319824219
2821,2821,23,27,0.4611015319824219
2822,2822,23,25,0.4611015319824219
2823,2823,24,25,0.4611015319824219
2824,2824,28,26,0.4611015319824219
2825,2825,29,25,0.4611015319824219
2826,2826,29,25,0.4611015319824219
2827,2827,29,25,0.4611015319824219
2828,2828,30,25,0.4611015319824219
2829,2829,32,26,0.4611015319824219
2830,2830,32,25,0.4611015319824219
2831,2831,24,27,0.4611015319824219
2832,2832,23,27,0.4611015319824219
2833,2833,23,29,0.4611015319824219
2834,2834,19,30,0.4611015319824219
2835,2835,23,30,0.4611015319824219
2836,2836,23,32,0.4611015319824219
2837,2837,27,32,0.4611015319824219
2838,2838,25,32,0.4611015319824219
2839,2839,25,32,0.4611015319824219
2840,2840,24,32,0.4611015319824219
2841,2841,23,32,0.4611015319824219
2842,2842,23,30,0.4611015319824219
2843,2843,23,30,0.4611015319824219
2844,2844,23,27,0.4611015319824219
2845,2845,24,25,0.4611015319824219
2846,2846,24,25,0.4611015319824219
2847,2847,28,25,0.4611015319824219
2848,2848,28,25,0.4611015319824219
2849,2849,24,25,0.4611015319824219
2850,2850,24,28,0.4611015319824219
2851,2851,23,27,0.4611015319824219
2852,2852,19,29,0.4611015319824219
2853,2853,23,31,0.4611015319824219
2854,2854,24,32,0.4611015319824219
2855,2855,24,32,0.4611015319824219
2856,2856,24,31,0.4611015319824219
2857,2857,20,30,0.4611015319824219
2858,2858,23,28,0.4611015319824219
2859,2859,23,26,0.4611015319824219
2860,2860,27,26,0.4611015319824219
2861,2861,27,26,0.4611015319824219
2862,2862,24,26,0.4611015319824219
2863,2863,23,26,0.4611015319824219
2864,2864,23,27,0.4611015319824219
2865,2865,23,32,0.4611015319824219
2866,2866,23,29,0.4611015319824219
2867,2867,23,29,0.4611015319824219
2868,2868,23,27,0.4611015319824219
2869,2869,24,25,0.4611015319824219
2870,2870,24,26,0.4611015319824219
2871,2871,23,26,0.4611015319824219
2872,2872,23,28,0.4611015319824219
2873,2873,23,29,0.4611015319824219
2874,2874,19,28,0.4611015319824219
2875,2875,18,30,0.4611015319824219
2876,2876,23,28,0.4611015319824219
2877,2877,23,27,0.4611015319824219
2878,2878,23,28,0.4611015319824219
2879,2879,23,31,0.4611015319824219
2880,2880,23,30,0.4611015319824219
2881,2881,23,29,0.4611015319824219
2882,2882,20,30,0.4611015319824219
2883,2883,20,29,0.4611015319824219
2884,2884,20,32,0.4611015319824219
2885,2885,23,30,0.4611015319824219
2886,2886,23,28,0.4611015319824219
2887,2887,23,27,0.4611015319824219
2888,2888,23,28,0.4611015319824219
2889,2889,23,27,0.4611015319824219
2890,2890,23,30,0.4611015319824219
2891,2891,23,28,0.4611015319824219
2892,2892,23,29,0.4611015319824219
2893,2893,23,27,0.4611015319824219
2894,2894,23,26,0.4611015319824219
2895,2895,24,26,0.4611015319824219
2896,2896,24,25,0.4611015319824219
2897,2897,24,24,0.4611015319824219
2898,2898,24,25,0.4611015319824219
2899,2899,23,27,0.4611015319824219
2900,2900,23,27,0.4611015319824219
2901,2901,23,28,0.4611015319824219
2902,2902,23,30,0.4611015319824219
2903,2903,19,29,0.4611015319824219
2904,2904,23,29,0.4611015319824219
2905,2905,23,30,0.4611015319824219
2906,2906,23,29,0.4611015319824219
2907,2907,23,28,0.4611015319824219
2908,2908,20,30,0.4611015319824219
2909,2909,19,29,0.4611015319824219
2910,2910,23,31,0.4611015319824219
2911,2911,19,28,0.4611015319824219
2912,2912,23,30,0.4611015319824219
2913,2913,23,30,0.4611015319824219
2914,2914,23,26,0.4611015319824219
2915,2915,23,27,0.4611015319824219
2916,2916,24,26,0.4611015319824219
2917,2917,24,25,0.4611015319824219
2918,2918,24,26,0.4611015319824219
2919,2919,24,27,0.4611015319824219
2920,2920,24,25,0.4611015319824219
2921,2921,24,26,0.4611015319824219
2922,2922,23,26,0.4611015319824219
2923,2923,23,26,0.4611015319824219
2924,2924,23,27,0.4611015319824219
2925,2925,23,29,0.4611015319824219
2926,2926,19,28,0.4611015319824219
2927,2927,23,30,0.4611015319824219
2928,2928,23,29,0.4611015319824219
2929,2929,23,31,0.4611015319824219
2930,2930,23,30,0.4611015319824219
2931,2931,20,28,0.4611015319824219
2932,2932,23,26,0.4611015319824219
2933,2933,23,27,0.4611015319824219
2934,2934,23,27,0.4611015319824219
2935,2935,23,27,0.4611015319824219
2936,2936,23,26,0.4611015319824219
2937,2937,23,28,0.4611015319824219
2938,2938,23,28,0.4611015319824219
2939,2939,23,28,0.4611015319824219
2940,2940,23,27,0.4611015319824219
2941,2941,23,27,0.4611015319824219
2942,2942,23,26,0.4611015319824219
2943,2943,23,26,0.4611015319824219
2944,2944,23,26,0.4611015319824219
2945,2945,24,27,0.4611015319824219
2946,2946,24,28,0.4611015319824219
2947,2947,24,25,0.4611015319824219
2948,2948,24,26,0.4611015319824219
2949,2949,24,29,0.4611015319824219
2950,2950,23,26,0.4611015319824219
2951,2951,23,25,0.4611015319824219
2952,2952,23,27,0.4611015319824219
2953,2953,24,28,0.4611015319824219
2954,2954,19,29,0.4611015319824219
2955,2955,20,29,0.4611015319824219
2956,2956,23,28,0.4611015319824219
2957,2957,23,29,0.4611015319824219
2958,2958,23,29,0.4611015319824219
2959,2959,23,29,0.4611015319824219
2960,2960,23,32,0.4611015319824219
2961,2961,23,28,0.4611015319824219
2962,2962,23,27,0.4611015319824219
2963,2963,23,26,0.4611015319824219
2964,2964,23,26,0.4611015319824219
2965,2965,23,25,0.4611015319824219
2966,2966,24,26,0.4611015319824219
2967,2967,25,26,0.4611015319824219
2968,2968,24,25,0.4611015319824219
2969,2969,25,25,0.4611015319824219
2970,2970,28,25,0.4611015319824219
2971,2971,25,25,0.4611015319824219
2972,2972,24,25,0.4611015319824219
2973,2973,24,25,0.4611015319824219
2974,2974,24,26,0.4611015319824219
2975,2975,24,27,0.4611015319824219
2976,2976,24,28,0.4611015319824219
2977,2977,24,27,0.4611015319824219
2978,2978,18,28,0.4611015319824219
2979,2979,19,29,0.4611015319824219
2980,2980,20,30,0.4611015319824219
2981,2981,20,28,0.4611015319824219
2982,2982,24,28,0.4611015319824219
2983,2983,19,28,0.4611015319824219
2984,2984,24,28,0.4611015319824219
2985,2985,23,27,0.4611015319824219
2986,2986,24,25,0.4611015319824219
2987,2987,24,27,0.4611015319824219
2988,2988,24,24,0.4611015319824219
2989,2989,24,25,0.4611015319824219
2990,2990,24,25,0.4611015319824219
2991,2991,24,25,0.4611015319824219
2992,2992,25,25,0.4611015319824219
2993,2993,27,26,0.4611015319824219
2994,2994,24,25,0.4611015319824219
2995,2995,24,25,0.4611015319824219
2996,2996,24,25,0.4611015319824219
2997,2997,24,25,0.4611015319824219
2998,2998,24,25,0.4611015319824219
2999,2999,23,27,0.4611015319824219
3000,3000,23,27,0.4611015319824219
3001,3001,24,27,0.4611015319824219
3002,3002,24,26,0.4611015319824219
3003,3003,24,26,0.4611015319824219
3004,3004,24,26,0.4611015319824219
3005,3005,24,26,0.4611015319824219
3006,3006,24,26,0.4611015319824219
3007,3007,24,26,0.4611015319824219
3008,3008,24,27,0.4611015319824219
3009,3009,24,28,0.4611015319824219
3010,3010,24,27,0.4611015319824219
3011,3011,24,26,0.4611015319824219
3012,3012,24,26,0.4611015319824219
3013,3013,24,26,0.4611015319824219
3014,3014,24,25,0.4611015319824219
3015,3015,24,26,0.4611015319824219
3016,3016,24,25,0.4611015319824219
3017,3017,24,25,0.4611015319824219
3018,3018,24,25,0.4611015319824219
3019,3019,28,24,0.4611015319824219
3020,3020,28,25,0.4611015319824219
3021,3021,29,24,0.4611015319824219
3022,3022,28,25,0.4611015319824219
3023,3023,31,25,0.4611015319824219
3024,3024,28,24,0.4611015319824219
3025,3025,31,25,0.4611015319824219
3026,3026,24,26,0.4611015319824219
3027,3027,24,25,0.4611015319824219
3028,3028,24,26,0.4611015319824219
3029,3029,24,26,0.4611015319824219
3030,3030,24,26,0.4611015319824219
3031,3031,24,27,0.4611015319824219
3032,3032,18,27,0.4611015319824219
3033,3033,24,28,0.4611015319824219
3034,3034,18,27,0.4611015319824219
3035,3035,18,27,0.4611015319824219
3036,3036,23,26,0.4611015319824219
3037,3037,24,25,0.4611015319824219
3038,3038,24,25,0.4611015319824219
3039,3039,24,25,0.4611015319824219
3040,3040,24,25,0.4611015319824219
3041,3041,28,25,0.4611015319824219
3042,3042,28,25,0.4611015319824219
3043,3043,29,25,0.4611015319824219
3044,3044,28,24,0.4611015319824219
3045,3045,29,25,0.4611015319824219
3046,3046,29,25,0.4611015319824219
3047,3047,27,24,0.4611015319824219
3048,3048,28,25,0.4611015319824219
3049,3049,24,25,0.4611015319824219
3050,3050,24,25,0.4611015319824219
3051,3051,24,25,0.4611015319824219
3052,3052,24,27,0.4611015319824219
3053,3053,24,25,0.4611015319824219
3054,3054,24,26,0.4611015319824219
3055,3055,24,28,0.4611015319824219
3056,3056,24,26,0.4611015319824219
3057,3057,24,25,0.4611015319824219
3058,3058,24,25,0.4611015319824219
3059,3059,24,25,0.4611015319824219
3060,3060,25,25,0.4611015319824219
3061,3061,24,25,0.4611015319824219
3062,3062,24,26,0.4611015319824219
3063,3063,24,25,0.4611015319824219
3064,3064,24,25,0.4611015319824219
3065,3065,24,24,0.4611015319824219
3066,3066,24,24,0.4611015319824219
3067,3067,24,25,0.4611015319824219
3068,3068,24,24,0.4611015319824219
3069,3069,24,25,0.4611015319824219
3070,3070,25,24,0.4611015319824219
3071,3071,24,25,0.4611015319824219
3072,3072,25,25,0.4611015319824219
3073,3073,24,24,0.4611015319824219
3074,3074,25,26,0.4611015319824219
3075,3075,28,25,0.4611015319824219
3076,3076,28,24,0.4611015319824219
3077,3077,25,25,0.4611015319824219
3078,3078,25,25,0.4611015319824219
3079,3079,24,25,0.4611015319824219
3080,3080,24,25,0.4611015319824219
3081,3081,24,25,0.4611015319824219
3082,3082,24,26,0.4611015319824219
3083,3083,24,26,0.4611015319824219
3084,3084,24,25,0.4611015319824219
3085,3085,24,27,0.4611015319824219
3086,3086,24,25,0.4611015319824219
3087,3087,24,25,0.4611015319824219
3088,3088,24,25,0.4611015319824219
3089,3089,24,25,0.4611015319824219
3090,3090,24,25,0.4611015319824219
3091,3091,24,25,0.4611015319824219
3092,3092,25,24,0.4611015319824219
3093,3093,29,24,0.4611015319824219
3094,3094,29,25,0.4611015319824219
3095,3095,29,24,0.4611015319824219
3096,3096,29,24,0.4611015319824219
3097,3097,31,24,0.4611015319824219
3098,3098,30,25,0.4611015319824219
3099,3099,30,25,0.4611015319824219
3100,3100,24,24,0.4611015319824219
3101,3101,24,25,0.4611015319824219
3102,3102,24,24,0.4611015319824219
3103,3103,24,25,0.4611015319824219
3104,3104,24,26,0.4611015319824219
3105,3105,25,25,0.4611015319824219
3106,3106,24,25,0.4611015319824219
3107,3107,24,25,0.4611015319824219
3108,3108,24,25,0.4611015319824219
3109,3109,24,25,0.4611015319824219
3110,3110,24,25,0.4611015319824219
3111,3111,26,24,0.4611015319824219
3112,3112,29,24,0.4611015319824219
3113,3113,26,25,0.4611015319824219
3114,3114,29,24,0.4611015319824219
3115,3115,28,25,0.4611015319824219
3116,3116,28,25,0.4611015319824219
3117,3117,25,25,0.4611015319824219
3118,3118,24,24,0.4611015319824219
3119,3119,25,25,0.4611015319824219
3120,3120,24,25,0.4611015319824219
3121,3121,24,25,0.4611015319824219
3122,3122,24,25,0.4611015319824219
3123,3123,24,25,0.4611015319824219
3124,3124,25,25,0.4611015319824219
3125,3125,24,26,0.4611015319824219
3126,3126,24,28,0.4611015319824219
3127,3127,24,28,0.4611015319824219
3128,3128,20,28,0.4611015319824219
3129,3129,19,27,0.4611015319824219
3130,3130,24,27,0.4611015319824219
3131,3131,25,30,0.4611015319824219
3132,3132,24,26,0.4611015319824219
3133,3133,24,27,0.4611015319824219
3134,3134,24,26,0.4611015319824219
3135,3135,24,28,0.4611015319824219
3136,3136,24,26,0.4611015319824219
3137,3137,25,27,0.4611015319824219
3138,3138,25,25,0.4611015319824219
3139,3139,18,27,0.4611015319824219
3140,3140,25,28,0.4611015319824219
3141,3141,26,29,0.4611015319824219
3142,3142,27,30,0.4611015319824219
3143,3143,19,30,0.4611015319824219
3144,3144,27,25,0.4611015319824219
3145,3145,27,24,0.4611015319824219
3146,3146,31,23,0.4611015319824219
3147,3147,33,19,0.4611015319824219
3148,3148,32,18,0.4611015319824219
3149,3149,32,18,0.4611015319824219
3150,3150,32,19,0.4611015319824219
3151,3151,32,23,0.4611015319824219
3152,3152,27,24,0.4611015319824219
3153,3153,27,33,0.4611015319824219
3154,3154,28,34,0.4611015319824219
3155,3155,28,33,0.4611015319824219
3156,3156,27,32,0.4611015319824219
3157,3157,22,28,0.4611015319824219
3158,3158,21,28,0.4611015319824219
3159,3159,20,30,0.4611015319824219
3160,3160,31,31,0.4611015319824219
3161,3161,30,35,0.4611015319824219
3162,3162,35,34,0.4611015319824219
3163,3163,37,35,0.4611015319824219
3164,3164,40,14,0.4611015319824219
3165,3165,40,17,0.4611015319824219
3166,3166,39,17,0.4611015319824219
3167,3167,38,17,0.4611015319824219
3168,3168,38,17,0.4611015319824219
3169,3169,38,14,0.4611015319824219
3170,3170,43,19,0.4611015319824219
3171,3171,40,42,0.4611015319824219
3172,3172,36,39,0.4611015319824219
3173,3173,33,39,0.4611015319824219
3174,3174,32,40,0.4611015319824219
3175,3175,32,40,0.4611015319824219
3176,3176,32,39,0.4611015319824219
3177,3177,32,39,0.4611015319824219
3178,3178,35,39,0.4611015319824219
3179,3179,30,23,0.4611015319824219
3180,3180,36,18,0.4611015319824219
3181,3181,36,12,0.4611015319824219
3182,3182,37,12,0.4611015319824219
3183,3183,34,12,0.4611015319824219
3184,3184,33,13,0.4611015319824219
3185,3185,34,12,0.4611015319824219
3186,3186,33,12,0.4611015319824219
3187,3187,32,12,0.4611015319824219
3188,3188,33,12,0.4611015319824219
3189,3189,33,13,0.4611015319824219
3190,3190,34,13,0.4611015319824219
3191,3191,35,18,0.4611015319824219
3192,3192,23,27,0.4611015319824219
3193,3193,35,38,0.4611015319824219
3194,3194,36,38,0.4611015319824219
3195,3195,37,39,0.4611015319824219
3196,3196,34,39,0.4611015319824219
3197,3197,35,39,0.4611015319824219
3198,3198,37,39,0.4611015319824219
3199,3199,37,39,0.4611015319824219
3200,3200,38,39,0.4611015319824219
3201,3201,40,39,0.4611015319824219
3202,3202,40,38,0.4611015319824219
3203,3203,42,42,0.4611015319824219
3204,3204,43,40,0.4611015319824219
3205,3205,38,12,0.4611015319824219
3206,3206,40,13,0.4611015319824219
3207,3207,36,10,0.4611015319824219
3208,3208,38,11,0.4611015319824219
3209,3209,37,10,0.4611015319824219
3210,3210,34,11,0.4611015319824219
3211,3211,36,10,0.4611015319824219
3212,3212,35,11,0.4611015319824219
3213,3213,34,10,0.4611015319824219
3214,3214,36,10,0.4611015319824219
3215,3215,34,10,0.4611015319824219
3216,3216,36,9,0.4611015319824219
3217,3217,38,10,0.4611015319824219
3218,3218,40,9,0.4611015319824219
3219,3219,36,11,0.4611015319824219
3220,3220,43,43,0.4611015319824219
3221,3221,36,44,0.4611015319824219
3222,3222,36,39,0.4611015319824219
3223,3223,37,39,0.4611015319824219
3224,3224,38,38,0.4611015319824219
3225,3225,37,38,0.4611015319824219
3226,3226,38,38,0.4611015319824219
3227,3227,39,44,0.4611015319824219
3228,3228,41,43,0.4611015319824219
3229,3229,37,37,0.4611015319824219
3230,3230,48,32,0.4611015319824219
3231,3231,44,14,0.4611015319824219
3232,3232,39,17,0.4611015319824219
3233,3233,36,13,0.4611015319824219
3234,3234,37,13,0.4611015319824219
3235,3235,38,17,0.4611015319824219
3236,3236,37,17,0.4611015319824219
3237,3237,38,13,0.4611015319824219
3238,3238,36,13,0.4611015319824219
3239,3239,38,12,0.4611015319824219
3240,3240,39,10,0.4611015319824219
3241,3241,39,13,0.4611015319824219
3242,3242,36,11,0.4611015319824219
3243,3243,40,11,0.4611015319824219
3244,3244,42,42,0.4611015319824219
3245,3245,41,44,0.4611015319824219
3246,3246,38,37,0.4611015319824219
3247,3247,37,38,0.4611015319824219
3248,3248,41,44,0.4611015319824219
3249,3249,41,43,0.4611015319824219
3250,3250,43,41,0.4611015319824219
3251,3251,44,42,0.4611015319824219
3252,3252,38,37,0.4611015319824219
3253,3253,45,16,0.4611015319824219
3254,3254,42,13,0.4611015319824219
3255,3255,40,13,0.4611015319824219
3256,3256,39,10,0.4611015319824219
3257,3257,38,17,0.4611015319824219
3258,3258,37,14,0.4611015319824219
3259,3259,39,13,0.4611015319824219
3260,3260,39,13,0.4611015319824219
3261,3261,38,13,0.4611015319824219
3262,3262,38,11,0.4611015319824219
3263,3263,40,17,0.4611015319824219
3264,3264,43,13,0.4611015319824219
3265,3265,40,9,0.4611015319824219
3266,3266,38,13,0.4611015319824219
3267,3267,47,19,0.4611015319824219
3268,3268,46,41,0.4611015319824219
3269,3269,43,37,0.4611015319824219
3270,3270,42,44,0.4611015319824219
3271,3271,42,43,0.4611015319824219
3272,3272,39,42,0.4611015319824219
3273,3273,42,42,0.4611015319824219
3274,3274,41,44,0.4611015319824219
3275,3275,40,44,0.4611015319824219
3276,3276,42,44,0.4611015319824219
3277,3277,41,42,0.4611015319824219
3278,3278,45,25,0.4611015319824219
3279,3279,38,12,0.4611015319824219
3280,3280,37,11,0.4611015319824219
3281,3281,41,9,0.4611015319824219
3282,3282,36,13,0.4611015319824219
3283,3283,38,13,0.4611015319824219
3284,3284,39,13,0.4611015319824219
3285,3285,38,13,0.4611015319824219
3286,3286,38,17,0.4611015319824219
3287,3287,39,17,0.4611015319824219
3288,3288,39,14,0.4611015319824219
3289,3289,40,17,0.4611015319824219
3290,3290,40,17,0.4611015319824219
3291,3291,46,23,0.4611015319824219
3292,3292,49,31,0.4611015319824219
3293,3293,43,37,0.4611015319824219
3294,3294,41,38,0.4611015319824219
3295,3295,41,45,0.4611015319824219
3296,3296,38,37,0.4611015319824219
3297,3297,38,39,0.4611015319824219
3298,3298,40,43,0.4611015319824219
3299,3299,38,39,0.4611015319824219
3300,3300,41,44,0.4611015319824219
3301,3301,37,35,0.4611015319824219
3302,3302,37,18,0.4611015319824219
3303,3303,38,10,0.4611015319824219
3304,3304,36,10,0.4611015319824219
3305,3305,38,10,0.4611015319824219
3306,3306,40,10,0.4611015319824219
3307,3307,38,10,0.4611015319824219
3308,3308,39,12,0.4611015319824219
3309,3309,38,10,0.4611015319824219
3310,3310,39,13,0.4611015319824219
3311,3311,39,13,0.4611015319824219
3312,3312,40,17,0.4611015319824219
3313,3313,39,18,0.4611015319824219
3314,3314,44,12,0.4611015319824219
3315,3315,45,21,0.4611015319824219
3316,3316,51,28,0.4611015319824219
